0.99183673, 0.4399499, 2.7819544, 0.0022486271, 0.12655131, 936.69449, -27.478456, 964.17294,0.001000000,0.00010,
1, 0.37354751, 2.3854108, 0.0014656793, 0.12689098, 1139.8196, -16.882002, 1156.7016,0.001000000,0.00676,
0.99656516, 0.31274303, 2.478684, 0.0018579765, 0.12677937, 1046.2452, -19.878196, 1066.1234,0.001000000,0.01342,
0.99508449, 0.33689266, 2.3016249, 0.0008124505, 0.12688877, 1103.0164, -76.588009, 1179.6044,0.001000000,0.02008,
0.9895738, 0.34532181, 2.5365804, 0.0017991246, 0.12672921, 1056.134, -25.444443, 1081.5784,0.001000000,0.02674,
0.99139785, 0.34011907, 2.3498492, 0.0021286698, 0.12697704, 1074.0252, -15.757041, 1089.7823,0.001000000,0.03340,
0.99884673, 0.31311172, 2.4723227, 0.0055005625, 0.12694353, 1084.2878, -20.122622, 1104.4104,0.001000000,0.04006,
0.99301562, 0.30993885, 2.5144977, 0.0029675577, 0.12681112, 1087.9215, -20.215386, 1108.1369,0.001000000,0.04672,
0.99439538, 0.32403473, 2.5331193, 0.0027445943, 0.12682228, 1008.3848, -23.968988, 1032.3538,0.001000000,0.05338,
0.99638304, 0.36483767, 2.4177197, 0.0013175514, 0.12693267, 928.37963, -75.003016, 1003.3826,0.001000000,0.06004,
0.9988816, 0.32112272, 2.5915438, 0.0020088195, 0.12702778, 931.49472, -25.455363, 956.95008,0.001000000,0.06670,
1, 0.37008674, 2.3430577, 0.0019063944, 0.12707035, 923.3886, -24.888122, 948.27672,0.001000000,0.07336,
0.99776398, 0.37342619, 2.5409464, 0.0015488947, 0.12686603, 1007.0268, -22.314914, 1029.3417,0.001000000,0.08002,
0.99880793, 0.32926452, 2.3836864, 0.0073761343, 0.12684071, 1086.4975, -13.780406, 1100.2779,0.001000000,0.08668,
1, 0.35703997, 2.3519383, 0.00119519, 0.12698002, 1040.9615, -15.890528, 1056.852,0.001000000,0.09334,
0.99482571, 0.3180228, 2.3167042, 0.0026286554, 0.12683998, 1065.3588, -20.065401, 1085.4242,0.001000000,0.10000,
0.9971571, 0.35721472, 2.00436, 0.0048494729, 0.12707184, 1050.5535, -22.025588, 1072.5791,0.001533333,0.00010,
0.98983459, 0.33779672, 2.3432754, 0.0038080689, 0.12702316, 1065.395, -15.041021, 1080.436,0.001533333,0.00676,
0.98994826, 0.37733662, 2.3275855, 0.0025451117, 0.12703628, 1068.0189, -15.134335, 1083.1532,0.001533333,0.01342,
0.99540049, 0.38827637, 1.9025052, 0.0031931105, 0.12699734, 1030.0317, -34.501114, 1064.5328,0.001533333,0.02008,
0.99116905, 0.32953227, 2.3166121, 0.0024040797, 0.12670277, 1051.7554, -14.690556, 1066.446,0.001533333,0.02674,
0.99456522, 0.36156448, 2.8448199, 0.00050032051, 0.12693141, 1033.5571, -19.826272, 1053.3834,0.001533333,0.03340,
0.99558117, 0.47638907, 3.1927516, 0.0028942793, 0.12690259, 971.9769, -14.058712, 986.03561,0.001533333,0.04006,
0.99466463, 0.34345452, 2.2705831, 0.00038928497, 0.12689635, 1063.5715, -13.437313, 1077.0088,0.001533333,0.04672,
0.99098092, 0.3561605, 2.3135858, 0.0015453768, 0.12683518, 1100.1544, -19.586925, 1119.7413,0.001533333,0.05338,
0.9890448, 0.3473771, 2.1514397, 0.0019083589, 0.12709451, 1072.9078, -10.859555, 1083.7673,0.001533333,0.06004,
0.99379007, 0.3279063, 2.3716246, 0.0056556727, 0.12708961, 1062.9769, -16.147861, 1079.1247,0.001533333,0.06670,
0.99249773, 0.34447822, 2.3664841, 0.0025823924, 0.12716476, 1052.3191, -13.300521, 1065.6196,0.001533333,0.07336,
0.99680627, 0.35836982, 2.8246678, 0.0046381635, 0.12685515, 1034.797, -21.885508, 1056.6825,0.001533333,0.08002,
0.99167652, 0.33818759, 2.1959109, 0.0021662297, 0.12704936, 1044.0911, -38.474902, 1082.566,0.001533333,0.08668,
0.99083826, 0.32658989, 2.2221915, 0.0033834165, 0.12711108, 1035.5753, -13.579571, 1049.1548,0.001533333,0.09334,
0.9936766, 0.34622874, 2.325388, 0.0012355782, 0.12635274, 1086.7109, -13.956203, 1100.6671,0.001533333,0.10000,
0.98754794, 0.32882954, 2.1277837, 0.0015869981, 0.12722221, 1085.8347, -28.285247, 1114.1199,0.002066666,0.00010,
0.99075648, 0.39436919, 2.3074678, 0.0061225147, 0.12703639, 1049.5186, -13.551981, 1063.0706,0.002066666,0.00676,
0.99389492, 0.36776091, 2.4142628, 0.0070269308, 0.126944, 1068.0456, -20.603199, 1088.6488,0.002066666,0.01342,
0.99644886, 0.35580988, 2.4610842, 0.00082407764, 0.12694238, 1029.0893, -13.134957, 1042.2243,0.002066666,0.02008,
0.98890306, 0.34998131, 2.4059388, 0.0039692177, 0.12687495, 1046.814, -22.17763, 1068.9916,0.002066666,0.02674,
1, 0.35513536, 2.3868326, 0.00049570923, 0.12696368, 1036.5595, -14.325582, 1050.8851,0.002066666,0.03340,
0.98913025, 0.31240621, 2.4521225, 0.0022533929, 0.12700347, 968.02576, -19.231665, 987.25742,0.002066666,0.04006,
0.99872848, 0.39483178, 2.2714869, 0.0051578519, 0.12679275, 1040.7752, -15.385393, 1056.1606,0.002066666,0.04672,
0.991, 0.33557284, 2.3184058, 0.0017205295, 0.12665707, 1163.2887, -13.593668, 1176.8824,0.002066666,0.05338,
1, 0.35304705, 1.9759778, 0.0048589349, 0.12669028, 1056.8011, -9.5692235, 1066.3703,0.002066666,0.06004,
0.9974823, 0.3580551, 2.2430643, 0.0016109396, 0.12677881, 1041.6366, -13.065397, 1054.702,0.002066666,0.06670,
0.99874074, 0.39608417, 2.2576316, 0.0018216237, 0.12679438, 1071.0018, -19.87583, 1090.8777,0.002066666,0.07336,
0.99758289, 0.39558366, 2.4347405, 0.0020233809, 0.12682906, 998.95507, -18.051283, 1017.0063,0.002066666,0.08002,
0.99873114, 0.37421966, 2.2257775, 0.0049257248, 0.12697134, 1117.4996, -18.143867, 1135.6434,0.002066666,0.08668,
0.99424051, 0.40961316, 3.0869406, 0.0028571957, 0.12662067, 1063.6981, -22.256187, 1085.9542,0.002066666,0.09334,
0.99743073, 0.38018672, 2.503646, 0.0017906732, 0.1262534, 1113.8527, -41.888105, 1155.7408,0.002066666,0.10000,
1, 0.39432837, 2.1229505, 6.3123901e-05, 0.12644722, 1045.6093, -27.90918, 1073.5185,0.002599999,0.00010,
0.99075291, 0.33443807, 2.7447049, 0.0012637458, 0.12654986, 1052.6659, -51.003082, 1103.669,0.002599999,0.00676,
0.99014815, 0.37099806, 2.1464298, 0.006830725, 0.12700937, 1072.337, -16.272288, 1088.6093,0.002599999,0.01342,
0.98846925, 0.37491962, 2.3281747, 0.001661871, 0.12686907, 1045.3989, -13.561726, 1058.9607,0.002599999,0.02008,
1, 0.34003183, 2.4835656, 0.0021076537, 0.12687646, 1006.0905, -29.587118, 1035.6776,0.002599999,0.02674,
0.99765396, 0.33439781, 2.4711426, 0.005384241, 0.12690246, 1017.2161, -22.149286, 1039.3654,0.002599999,0.03340,
1, 0.37019551, 2.2190502, 0.00094419325, 0.12700426, 996.3328, -16.485052, 1012.8179,0.002599999,0.04006,
0.99354167, 0.34041902, 2.2560367, 0.0030303253, 0.12696758, 1004.1675, -19.443761, 1023.6112,0.002599999,0.04672,
0.99648094, 0.36839804, 2.4624229, 0.0013583512, 0.12682392, 1042.9615, -28.675149, 1071.6366,0.002599999,0.05338,
0.98669395, 0.36782319, 2.0253976, 0.00054758868, 0.12712382, 1050.4741, -12.402641, 1062.8768,0.002599999,0.06004,
0.99167596, 0.32586679, 2.1299275, 0.0020623406, 0.12706472, 1061.2236, -11.374309, 1072.5979,0.002599999,0.06670,
0.99875522, 0.37986059, 2.3760153, 0.00039489155, 0.12673411, 1094.2632, -36.271802, 1130.535,0.002599999,0.07336,
0.99052323, 0.31816254, 2.526102, 0.00039670641, 0.12692974, 1088.4123, -19.890184, 1108.3025,0.002599999,0.08002,
0.99879712, 0.3554482, 2.3693456, 0.003154033, 0.12692493, 1060.6748, -14.983477, 1075.6583,0.002599999,0.08668,
0.99110243, 0.30950326, 2.680101, 0.0033453466, 0.12702085, 1038.2972, -18.186298, 1056.4835,0.002599999,0.09334,
0.99664596, 0.3169019, 2.5294647, 0.00070646266, 0.12684798, 1042.3724, -21.583944, 1063.9563,0.002599999,0.10000,
0.98395697, 0.38619034, 1.7792807, 0.0020500076, 0.12691793, 1068.7895, -7.958618, 1076.7481,0.003133332,0.00010,
0.99125934, 0.39535188, 2.6630158, 0.0060174744, 0.1266886, 935.10452, -61.140931, 996.24545,0.003133332,0.00676,
0.99630043, 0.38365561, 2.4269753, 0.002989097, 0.12657631, 1020.955, -18.231106, 1039.1861,0.003133332,0.01342,
0.99760397, 0.35603095, 2.5604863, 0.0017847136, 0.12672133, 977.9472, -16.2692, 994.2164,0.003133332,0.02008,
0.9975794, 0.38218232, 2.3633732, 0.004369223, 0.12695265, 1028.7251, -42.595142, 1071.3202,0.003133332,0.02674,
0.98800926, 0.38715981, 2.1757472, 0.0025527468, 0.12703154, 985.83408, -23.263132, 1009.0972,0.003133332,0.03340,
0.99316239, 0.35988216, 2.5820663, 0.0016226261, 0.12674134, 958.92076, -24.632408, 983.55317,0.003133332,0.04006,
0.99507389, 0.32685305, 2.3247365, 0.0012894149, 0.12713517, 985.96701, -18.206663, 1004.1737,0.003133332,0.04672,
1, 0.35413733, 2.1767957, 0.0011895005, 0.12665485, 994.94558, -13.927428, 1008.873,0.003133332,0.05338,
0.99308894, 0.36674084, 2.0868766, 0.0042481537, 0.12666077, 1027.4488, -10.064679, 1037.5135,0.003133332,0.06004,
0.9910064, 0.36603948, 2.2276706, 0.0056470564, 0.12679138, 1031.6496, -34.937716, 1066.5874,0.003133332,0.06670,
0.99343972, 0.35138193, 2.6173901, 0.0020697837, 0.12691369, 1093.9998, -17.727508, 1111.7273,0.003133332,0.07336,
0.99178947, 0.34456335, 2.799012, 0.001710039, 0.12658737, 1021.0545, -66.316977, 1087.3715,0.003133332,0.08002,
0.99622345, 0.34888553, 2.2725104, 0.0059867183, 0.12693823, 1079.7879, -13.269258, 1093.0572,0.003133332,0.08668,
0.99891177, 0.39977836, 2.7204521, 0.0018853745, 0.12677618, 1060.3248, -56.246203, 1116.571,0.003133332,0.09334,
0.99511278, 0.32989304, 2.3360558, 0.0030365438, 0.12670928, 1124.3434, -15.747573, 1140.091,0.003133332,0.10000,
0.99219621, 0.35728774, 2.5824382, 0.00089918326, 0.12571517, 832.04693, -43.206454, 875.25339,0.003666665,0.00010,
0.99227738, 0.3603455, 2.5658181, 0.0023906132, 0.12662253, 1165.2935, -13.709112, 1179.0026,0.003666665,0.00676,
0.99668839, 0.41249372, 2.591373, 0.0018821523, 0.12738855, 1121.0018, -13.962177, 1134.964,0.003666665,0.01342,
0.99215387, 0.35982871, 2.2244933, 0.0045493862, 0.12733343, 1167.4502, -34.896113, 1202.3463,0.003666665,0.02008,
0.99740741, 0.41231488, 2.2194026, 0.00039446661, 0.12699732, 997.74928, -166.26449, 1164.0138,0.003666665,0.02674,
0.99876152, 0.39046233, 2.3254855, 0.0021731264, 0.12676928, 982.43873, -21.920534, 1004.3593,0.003666665,0.03340,
1, 0.37624055, 2.1224786, 0.001046962, 0.12685668, 1041.5367, -15.563877, 1057.1006,0.003666665,0.04006,
0.99460259, 0.36288492, 2.7768917, 0.001671887, 0.1270757, 1025.3964, -20.002672, 1045.3991,0.003666665,0.04672,
0.99871094, 0.35800211, 2.1624014, 0.0032646678, 0.1270284, 1000.3642, -12.3137, 1012.6779,0.003666665,0.05338,
