0.026330223, 0.11253903, 1.4016227, 0.0020763709, 0.13019389, 1184.5605, -10.504742, 1195.0652
0.051428571, 0.23571355, 2.6777876, 0.0034037878, 0.13018839, 1940.5116, -236.07677, 2176.5883
0.068139298, 0.31161877, 3.3971511, 0.0033952612, 0.13018961, 1803.8256, -77.425758, 1881.2513
0.077475118, 0.35102578, 4.5302936, 0.0027209642, 0.13019198, 1896.0635, -153.64288, 2049.7063
0.085020399, 0.37886548, 4.9522166, 0.0032988773, 0.13019315, 2027.3549, -272.89919, 2300.2541
0.09314822, 0.40916456, 5.3488785, 0.0039686275, 0.13019346, 2106.0547, -466.45416, 2572.5089
0.10188679, 0.44458206, 5.2834952, 0.0042802765, 0.13019346, 2239.9483, -592.53886, 2832.4872
0.11157075, 0.48567024, 5.4658876, 0.0021521451, 0.13019346, 2340.8792, -420.49001, 2761.3692
0.12184172, 0.53596954, 5.7054661, 0.0063574912, 0.13019346, 3067.5145, -135.85718, 3203.3717
0.13175982, 0.59751235, 5.933707, 0.0068653922, 0.13019345, 4259.7399, -158.11841, 4417.8583
0.14112596, 0.67488882, 5.6044689, 0.010231393, 0.13019344, 4428.9994, -243.80656, 4672.806
0.15, 0.77676455, 5.5555284, 0.0097323194, 0.13019344, 4205.1136, -255.93448, 4461.0481
0.15925037, 0.89120503, 5.8328139, 0.0078729734, 0.13019344, 3842.3921, -304.57807, 4146.9702
0.16726399, 0.99590975, 5.4645983, 0.0051445983, 0.13019343, 3635.1808, -425.35154, 4060.5323
0.17460452, 1.0762872, 5.5228446, 0.0020470679, 0.13019343, 3236.2336, -590.03014, 3826.2637
0.18180711, 1.1720781, 5.1655546, 0.0012479145, 0.13019342, 2987.6303, -610.16101, 3597.7913
0.18982049, 1.2693152, 5.0610303, 0.0004842427, 0.1301934, 2813.4179, -626.48691, 3439.9048
0.19833426, 1.3640632, 5.0643527, 0.0052185052, 0.1301934, 2643.9628, -685.54755, 3329.5104
0.2067734, 1.4584355, 4.7864516, 0.0080994583, 0.13019341, 2447.1057, -793.78975, 3240.8955
0.21472925, 1.5234394, 4.5139472, 0.0068468839, 0.13019328, 2296.2272, -604.58885, 2900.816
0.22315521, 1.5912421, 4.3935379, 0.0011175841, 0.13019067, 2172.1784, -546.7702, 2718.9486
0.2319603, 1.6324398, 4.756157, 0.010319837, 0.13017319, 2032.5426, -536.77266, 2569.3153
0.23996723, 1.6497901, 5.4875172, 0.0092453584, 0.13012694, 1953.5628, -653.072, 2606.6348
0.24719363, 1.6516343, 6.0498405, 0.0031812803, 0.13005919, 1850.3952, -764.08931, 2614.4845
0.25272886, 1.6421468, 6.6260182, 0.0078447706, 0.1299978, 1790.0692, -850.19955, 2640.2687
0.25918012, 1.6183616, 7.1291385, 0.010487176, 0.12992093, 1705.007, -832.79867, 2537.8057
0.26521856, 1.6017288, 7.8797669, 0.0068777696, 0.12984493, 1671.6658, -867.38011, 2539.0459
0.27075561, 1.5817359, 8.6537558, 0.010311018, 0.12977337, 1582.6391, -1078.3295, 2660.9686
0.27574373, 1.5699822, 9.6216816, 0.017960081, 0.12971063, 1542.4401, -1364.7104, 2907.1505
0.28020792, 1.5533767, 10.450772, 0.0096263212, 0.12965778, 1502.0076, -1256.5147, 2758.5223
0.28426274, 1.535974, 11.339234, 0.0027031644, 0.12961279, 1479.1236, -1194.083, 2673.2066
0.28794554, 1.5169696, 11.85144, 0.0086171706, 0.12957308, 1455.9998, -1200.8656, 2656.8654
0.29135124, 1.4924622, 12.496112, 0.007026715, 0.12953599, 1428.7646, -1098.4943, 2527.2589
0.29452245, 1.4663197, 13.090193, 0.011443377, 0.12950027, 1423.1141, -943.38863, 2366.5027
0.29756553, 1.4382095, 12.724852, 0.0080775291, 0.12946427, 1406.8061, -837.37322, 2244.1793
0.3002907, 1.4065505, 11.213103, 0.024793438, 0.12943083, 1513.8661, -758.88873, 2272.7548
0.30344512, 1.3640959, 11.491849, 0.030388795, 0.12939136, 1404.8423, -628.59783, 2033.4402
0.3067027, 1.3094181, 11.186521, 0.047085208, 0.12935019, 1447.5731, -584.91869, 2032.4918
0.30986214, 1.2502763, 10.838248, 0.02770108, 0.12931023, 1544.608, -440.50796, 1985.1159
0.312961, 1.1876557, 10.13645, 0.0099900363, 0.12927111, 1468.1187, -306.24398, 1774.3627
0.31609426, 1.1220071, 9.826824, 0.029613803, 0.12923131, 1375.9015, -325.84302, 1701.7446
0.31935198, 1.0554544, 9.5095801, 0.016211622, 0.12918891, 1361.5414, -313.23669, 1674.7781
0.32275212, 0.99479654, 8.9825398, 0.031519155, 0.129143, 1331.5954, -349.91226, 1681.5076
0.3263249, 0.93915723, 8.6132271, 0.030427533, 0.1290926, 1316.1004, -363.78045, 1679.8809
0.33005917, 0.88416074, 8.299555, 0.031913326, 0.12903806, 1287.8069, -387.55714, 1675.364
0.33394307, 0.83250609, 8.0479168, 0.025907619, 0.1289801, 1260.6448, -441.48448, 1702.1293
0.33788022, 0.78044971, 7.571873, 0.013275002, 0.12891991, 1227.429, -420.8778, 1648.3068
0.34202891, 0.73121872, 7.0824406, 0.01459879, 0.12885491, 1207.2809, -425.63883, 1632.9198
